263.036, 130.796, 8.343, 10.847 False
262.758, 130.788, 8.343, 10.880 False
262.480, 130.779, 8.343, 10.913 False
262.202, 130.771, 8.343, 10.946 False
261.924, 130.762, 8.342, 10.979 False
261.646, 130.754, 8.342, 11.012 False
261.368, 130.745, 8.342, 11.045 False
261.090, 130.736, 8.342, 11.078 False
260.812, 130.727, 8.342, 11.111 False
260.535, 130.717, 8.341, 11.144 False
260.257, 130.708, 8.341, 11.177 False
259.979, 130.699, 8.341, 11.210 False
259.701, 130.689, 8.341, 11.243 False
259.423, 130.679, 8.340, 11.276 False
259.145, 130.669, 8.340, 11.309 False
258.867, 130.659, 8.340, 11.342 False
258.590, 130.649, 8.340, 11.375 False
258.312, 130.639, 8.340, 11.408 False
258.034, 130.629, 8.340, 11.441 False
257.756, 130.619, 8.340, 11.474 False
257.478, 130.608, 8.339, 11.507 False
257.201, 130.598, 8.339, 11.540 False
256.923, 130.587, 8.339, 11.573 False
256.645, 130.577, 8.339, 11.606 False
256.367, 130.566, 8.339, 11.639 False
256.090, 130.555, 8.339, 11.672 False
255.812, 130.545, 8.339, 11.705 False
255.534, 130.534, 8.338, 11.738 False
255.256, 130.523, 8.338, 11.771 False
254.979, 130.512, 8.338, 11.804 False
254.701, 130.501, 8.338, 11.837 False
254.423, 130.490, 8.338, 11.870 False
254.146, 130.479, 8.338, 11.903 False
253.868, 130.467, 8.338, 11.936 False
253.590, 130.456, 8.338, 11.969 False
253.313, 130.445, 8.337, 12.002 False
253.035, 130.433, 8.337, 12.035 False
252.757, 130.422, 8.337, 12.068 False
252.480, 130.411, 8.337, 12.101 False
252.202, 130.399, 8.337, 12.134 False
251.924, 130.388, 8.337, 12.167 False
251.647, 130.376, 8.337, 12.200 False
251.369, 130.364, 8.337, 12.233 False
251.091, 130.353, 8.337, 12.266 False
250.814, 130.341, 8.337, 12.299 False
250.536, 130.330, 8.336, 12.332 False
250.258, 130.318, 8.336, 12.365 False
249.981, 130.306, 8.336, 12.398 False
249.703, 130.295, 8.336, 12.431 False
249.425, 130.283, 8.336, 12.464 False
249.148, 130.271, 8.336, 12.497 False
248.870, 130.259, 8.336, 12.530 False
248.593, 130.248, 8.336, 12.563 False
248.315, 130.236, 8.336, 12.596 False
248.037, 130.224, 8.336, 12.629 False
247.760, 130.212, 8.336, 12.662 False
247.482, 130.200, 8.336, 12.695 False
247.205, 130.189, 8.336, 12.728 False
246.927, 130.177, 8.335, 12.761 False
246.649, 130.165, 8.335, 12.794 False
246.372, 130.153, 8.335, 12.827 False
246.094, 130.141, 8.335, 12.860 False
245.817, 130.130, 8.335, 12.893 False
245.539, 130.118, 8.335, 12.926 False
245.261, 130.106, 8.335, 12.959 False
244.984, 130.094, 8.335, 12.992 False
244.706, 130.083, 8.335, 13.025 False
244.429, 130.071, 8.335, 13.058 False
244.151, 130.059, 8.335, 13.091 False
243.874, 130.047, 8.335, 13.124 False
243.596, 130.036, 8.335, 13.157 False
243.318, 130.024, 8.335, 13.190 False
243.041, 130.013, 8.335, 13.223 False
242.763, 130.001, 8.335, 13.256 False
242.486, 129.989, 8.335, 13.289 False
242.208, 129.978, 8.335, 13.322 False
241.930, 129.966, 8.335, 13.355 False
241.653, 129.955, 8.335, 13.388 False
241.375, 129.943, 8.334, 13.421 False
241.098, 129.932, 8.334, 13.454 False
240.820, 129.921, 8.334, 13.487 False
240.543, 129.909, 8.334, 13.520 False
240.265, 129.898, 8.334, 13.553 False
239.987, 129.887, 8.334, 13.586 False
239.710, 129.875, 8.334, 13.619 False
239.432, 129.864, 8.334, 13.652 False
239.155, 129.853, 8.334, 13.685 False
238.877, 129.842, 8.334, 13.718 False
238.600, 129.831, 8.334, 13.751 False
238.322, 129.820, 8.334, 13.784 False
238.044, 129.809, 8.334, 13.817 False
237.767, 129.798, 8.334, 13.850 False
237.489, 129.787, 8.334, 13.883 False
237.212, 129.776, 8.334, 13.916 False
236.934, 129.766, 8.334, 13.949 False
236.656, 129.755, 8.334, 13.982 False
236.379, 129.744, 8.334, 14.015 False
236.101, 129.734, 8.334, 14.048 False
235.824, 129.723, 8.334, 14.081 False
235.546, 129.713, 8.334, 14.114 False
235.269, 129.702, 8.334, 14.147 False
234.991, 129.692, 8.334, 14.180 False
234.713, 129.682, 8.334, 14.213 False
234.436, 129.671, 8.334, 14.246 False
234.158, 129.661, 8.334, 14.279 False
233.880, 129.651, 8.334, 14.312 False
233.603, 129.641, 8.334, 14.345 False
233.325, 129.631, 8.334, 14.378 False
233.048, 129.621, 8.334, 14.411 False
232.770, 129.611, 8.334, 14.444 False
232.492, 129.602, 8.334, 14.477 False
232.215, 129.592, 8.334, 14.510 False
231.937, 129.582, 8.334, 14.543 False
231.659, 129.573, 8.334, 14.576 False
231.382, 129.563, 8.334, 14.609 False
231.104, 129.554, 8.334, 14.642 False
230.827, 129.544, 8.334, 14.675 False
230.549, 129.535, 8.334, 14.708 False
230.271, 129.526, 8.334, 14.741 False
229.994, 129.517, 8.334, 14.774 False
229.716, 129.508, 8.334, 14.807 False
229.438, 129.499, 8.333, 14.840 False
229.161, 129.490, 8.333, 14.873 False
228.883, 129.481, 8.333, 14.906 False
228.605, 129.472, 8.333, 14.939 False
228.328, 129.464, 8.333, 14.972 False
228.050, 129.455, 8.333, 15.005 False
227.773, 129.447, 8.333, 15.038 False
227.495, 129.438, 8.333, 15.071 False
227.217, 129.430, 8.333, 15.104 False
226.940, 129.422, 8.333, 15.137 False
226.662, 129.414, 8.333, 15.170 False
226.384, 129.406, 8.333, 15.203 False
226.107, 129.397, 8.333, 15.236 False
225.829, 129.390, 8.333, 15.269 False
225.551, 129.382, 8.333, 15.302 False
225.274, 129.374, 8.333, 15.335 False
224.996, 129.366, 8.333, 15.368 False
224.718, 129.359, 8.333, 15.401 False
224.441, 129.351, 8.333, 15.434 False
224.163, 129.344, 8.333, 15.467 False
223.885, 129.337, 8.333, 15.500 False
223.608, 129.329, 8.333, 15.533 False
223.330, 129.322, 8.333, 15.566 False
223.052, 129.315, 8.333, 15.599 False
222.774, 129.308, 8.333, 15.632 False
222.497, 129.301, 8.333, 15.665 False
222.219, 129.295, 8.333, 15.698 False
221.941, 129.288, 8.333, 15.731 False
221.664, 129.281, 8.333, 15.764 False
221.386, 129.275, 8.333, 15.797 False
221.108, 129.268, 8.333, 15.830 False
220.831, 129.262, 8.333, 15.863 False
220.553, 129.256, 8.333, 15.896 False
220.275, 129.250, 8.333, 15.929 False
219.997, 129.244, 8.333, 15.962 False
219.720, 129.238, 8.333, 15.995 False
219.442, 129.232, 8.333, 16.028 False
219.164, 129.226, 8.333, 16.061 False
218.887, 129.220, 8.333, 16.094 False
218.609, 129.215, 8.333, 16.127 False
218.331, 129.209, 8.333, 16.160 False
218.053, 129.204, 8.333, 16.193 False
217.776, 129.198, 8.333, 16.226 False
217.498, 129.193, 8.333, 16.259 False
217.220, 129.188, 8.333, 16.292 False
216.943, 129.183, 8.333, 16.325 False
216.665, 129.178, 8.333, 16.358 False
216.387, 129.173, 8.333, 16.391 False
216.109, 129.168, 8.333, 16.424 False
215.832, 129.164, 8.333, 16.457 False
215.554, 129.159, 8.333, 16.490 False
215.276, 129.155, 8.333, 16.523 False
214.998, 129.150, 8.333, 16.556 False
214.721, 129.146, 8.333, 16.589 False
214.443, 129.141, 8.333, 16.622 False
214.165, 129.137, 8.333, 16.655 False
