-182.172, 79.078, 1.612,  1.765
-182.112, 79.066, 1.615,  1.798
-182.051, 79.055, 1.618,  1.831
-181.990, 79.045, 1.621,  1.864
-181.929, 79.036, 1.623,  1.897
-181.867, 79.026, 1.705,  1.930
-181.805, 79.011, 1.802,  1.963
-181.743, 78.990, 1.884,  1.996
-181.683, 78.965, 1.940,  2.029
-181.624, 78.935, 1.970,  2.062
-181.568, 78.900, 1.970,  2.095
-181.515, 78.862, 1.953,  2.128
-181.464, 78.822, 1.926,  2.161
-181.416, 78.781, 1.890,  2.194
-181.371, 78.738, 1.846,  2.227
-181.329, 78.694, 1.796,  2.260
-181.290, 78.648, 1.742,  2.293
-181.255, 78.602, 1.684,  2.326
-181.223, 78.554, 1.622,  2.359
-181.195, 78.506, 1.555,  2.392
-181.171, 78.458, 1.485,  2.425
-181.151, 78.409, 1.424,  2.458
-181.130, 78.359, 1.477,  2.491
-181.105, 78.311, 1.560,  2.524
-181.075, 78.263, 1.637,  2.557
-181.044, 78.214, 1.655,  2.590
-181.012, 78.166, 1.708,  2.623
-180.976, 78.119, 1.756,  2.656
-180.935, 78.075, 1.784,  2.689
-180.892, 78.034, 1.792,  2.722
-180.846, 77.995, 1.790,  2.755
-180.802, 77.955, 1.802,  2.788
-180.759, 77.912, 1.806,  2.821
-180.719, 77.867, 1.803,  2.854
-180.680, 77.821, 1.792,  2.887
-180.644, 77.774, 1.775,  2.920
-180.610, 77.725, 1.752,  2.953
-180.579, 77.675, 1.723,  2.986
-180.551, 77.624, 1.689,  3.019
-180.526, 77.572, 1.649,  3.052
-180.505, 77.520, 1.603,  3.085
-180.483, 77.467, 1.640,  3.118
-180.457, 77.415, 1.700,  3.151
-180.428, 77.363, 1.755,  3.184
-180.394, 77.314, 1.796,  3.217
-180.356, 77.266, 1.817,  3.250
-180.316, 77.219, 1.831,  3.283
-180.277, 77.172, 1.842,  3.316
-180.236, 77.126, 1.851,  3.349
-180.196, 77.079, 1.859,  3.382
-180.156, 77.032, 1.865,  3.415
-180.115, 76.984, 1.870,  3.448
-180.076, 76.936, 1.871,  3.481
-180.040, 76.885, 1.866,  3.514
-180.006, 76.833, 1.854,  3.547
-179.974, 76.780, 1.836,  3.580
-179.945, 76.725, 1.812,  3.613
-179.920, 76.670, 1.783,  3.646
-179.896, 76.614, 1.768,  3.679
-179.873, 76.558, 1.769,  3.712
-179.851, 76.501, 1.775,  3.745
-179.829, 76.444, 1.785,  3.778
-179.808, 76.386, 1.798,  3.811
-179.786, 76.328, 1.812,  3.844
-179.765, 76.269, 1.828,  3.877
-179.745, 76.209, 1.844,  3.910
-179.724, 76.149, 1.860,  3.943
-179.704, 76.088, 1.875,  3.976
-179.684, 76.027, 1.890,  4.009
-179.665, 75.965, 1.905,  4.042
-179.647, 75.902, 1.894,  4.075
-179.633, 75.839, 1.869,  4.108
-179.622, 75.775, 1.834,  4.141
-179.615, 75.712, 1.799,  4.174
-179.611, 75.648, 1.789,  4.207
-179.607, 75.585, 1.793,  4.240
-179.605, 75.520, 1.805,  4.273
-179.604, 75.455, 1.821,  4.306
-179.603, 75.390, 1.841,  4.339
-179.604, 75.324, 1.864,  4.372
-179.605, 75.257, 1.887,  4.405
-179.608, 75.189, 1.912,  4.438
-179.611, 75.120, 1.936,  4.471
-179.615, 75.051, 1.959,  4.504
-179.620, 74.982, 1.982,  4.537
-179.628, 74.912, 1.964,  4.570
-179.640, 74.844, 1.925,  4.603
-179.654, 74.776, 1.909,  4.636
-179.671, 74.709, 1.910,  4.669
-179.690, 74.641, 1.920,  4.702
-179.710, 74.574, 1.935,  4.735
-179.732, 74.506, 1.953,  4.768
-179.755, 74.438, 1.974,  4.801
-179.780, 74.370, 1.996,  4.834
-179.806, 74.302, 2.019,  4.867
-179.833, 74.234, 2.042,  4.900
-179.862, 74.165, 2.065,  4.933
-179.892, 74.096, 2.086,  4.966
-179.924, 74.028, 2.107,  4.999
-179.957, 73.959, 2.126,  5.032
-179.992, 73.892, 2.127,  5.065
-180.028, 73.824, 2.145,  5.098
-180.065, 73.756, 2.173,  5.131
-180.103, 73.688, 2.205,  5.164
-180.141, 73.619, 2.240,  5.197
-180.178, 73.549, 2.275,  5.230
-180.216, 73.479, 2.307,  5.263
-180.253, 73.408, 2.335,  5.296
-180.290, 73.336, 2.359,  5.329
-180.327, 73.264, 2.379,  5.362
-180.362, 73.191, 2.393,  5.395
-180.398, 73.118, 2.402,  5.428
-180.432, 73.044, 2.407,  5.461
-180.466, 72.971, 2.408,  5.494
-180.499, 72.897, 2.407,  5.527
-180.531, 72.823, 2.403,  5.560
-180.563, 72.750, 2.397,  5.593
-180.594, 72.676, 2.391,  5.626
-180.624, 72.602, 2.384,  5.659
-180.653, 72.529, 2.376,  5.692
-180.682, 72.455, 2.369,  5.725
-180.710, 72.381, 2.362,  5.758
-180.737, 72.308, 2.356,  5.791
-180.763, 72.234, 2.350,  5.824
-180.788, 72.160, 2.346,  5.857
-180.813, 72.086, 2.342,  5.890
-180.837, 72.012, 2.338,  5.923
-180.860, 71.937, 2.336,  5.956
-180.883, 71.863, 2.334,  5.989
-180.905, 71.788, 2.334,  6.022
-180.926, 71.713, 2.334,  6.055
-180.947, 71.638, 2.335,  6.088
-180.966, 71.563, 2.338,  6.121
-180.986, 71.487, 2.341,  6.154
-181.004, 71.411, 2.345,  6.187
-181.023, 71.335, 2.350,  6.220
-181.040, 71.258, 2.356,  6.253
-181.057, 71.181, 2.362,  6.286
-181.073, 71.103, 2.369,  6.319
-181.089, 71.026, 2.377,  6.352
-181.105, 70.947, 2.385,  6.385
-181.120, 70.869, 2.393,  6.418
-181.134, 70.790, 2.401,  6.451
-181.148, 70.710, 2.410,  6.484
-181.161, 70.631, 2.419,  6.517
-181.174, 70.551, 2.427,  6.550
-181.187, 70.470, 2.436,  6.583
-181.199, 70.389, 2.445,  6.616
-181.211, 70.308, 2.454,  6.649
-181.222, 70.227, 2.464,  6.682
-181.233, 70.145, 2.473,  6.715
-181.243, 70.062, 2.482,  6.748
-181.253, 69.980, 2.491,  6.781
-181.263, 69.897, 2.499,  6.814
-181.272, 69.813, 2.508,  6.847
-181.281, 69.730, 2.517,  6.880
-181.289, 69.646, 2.525,  6.913
-181.297, 69.562, 2.534,  6.946
-181.305, 69.477, 2.543,  6.979
-181.312, 69.392, 2.551,  7.012
-181.319, 69.307, 2.560,  7.045
-181.326, 69.221, 2.569,  7.078
-181.333, 69.135, 2.578,  7.111
-181.339, 69.049, 2.586,  7.144
-181.345, 68.963, 2.595,  7.177
-181.350, 68.876, 2.604,  7.210
-181.355, 68.789, 2.613,  7.243
-181.360, 68.702, 2.621,  7.276
-181.365, 68.614, 2.630,  7.309
-181.369, 68.526, 2.639,  7.342
-181.374, 68.438, 2.647,  7.375
-181.378, 68.349, 2.656,  7.408
-181.381, 68.261, 2.665,  7.441
-181.385, 68.171, 2.673,  7.474
-181.388, 68.082, 2.682,  7.507
-181.391, 67.992, 2.691,  7.540
-181.394, 67.902, 2.699,  7.573
-181.397, 67.812, 2.708,  7.606
-181.399, 67.722, 2.717,  7.639
-181.402, 67.631, 2.725,  7.672
-181.404, 67.540, 2.734,  7.705
-181.406, 67.448, 2.743,  7.738
-181.408, 67.356, 2.752,  7.771
-181.409, 67.264, 2.760,  7.804
-181.411, 67.172, 2.769,  7.837
-181.412, 67.080, 2.778,  7.870
-181.414, 66.987, 2.787,  7.903
-181.415, 66.894, 2.796,  7.936
-181.416, 66.800, 2.805,  7.969
-181.417, 66.706, 2.814,  8.002
-181.418, 66.612, 2.823,  8.035
-181.418, 66.518, 2.832,  8.068
-181.419, 66.423, 2.842,  8.101
-181.419, 66.328, 2.851,  8.134
-181.420, 66.233, 2.860,  8.167
-181.420, 66.137, 2.869,  8.200
-181.420, 66.041, 2.879,  8.233
-181.421, 65.945, 2.888,  8.266
-181.421, 65.849, 2.897,  8.299
-181.421, 65.752, 2.907,  8.332
-181.421, 65.655, 2.916,  8.365
-181.421, 65.557, 2.926,  8.398
-181.420, 65.459, 2.935,  8.431
-181.420, 65.361, 2.945,  8.464
-181.420, 65.263, 2.955,  8.497
-181.420, 65.164, 2.964,  8.530
-181.419, 65.065, 2.974,  8.563
-181.419, 64.966, 2.984,  8.596
-181.419, 64.866, 2.994,  8.629
-181.418, 64.766, 3.003,  8.662
-181.418, 64.666, 3.013,  8.695
-181.417, 64.565, 3.023,  8.728
-181.417, 64.464, 3.033,  8.761
-181.416, 64.363, 3.043,  8.794
-181.416, 64.261, 3.053,  8.827
-181.415, 64.159, 3.063,  8.860
-181.414, 64.056, 3.074,  8.893
-181.414, 63.954, 3.084,  8.926
-181.413, 63.851, 3.094,  8.959
-181.412, 63.747, 3.104,  8.992
-181.412, 63.644, 3.114,  9.025
-181.411, 63.539, 3.125,  9.058
-181.410, 63.435, 3.135,  9.091
-181.410, 63.330, 3.145,  9.124
-181.409, 63.225, 3.156,  9.157
-181.408, 63.120, 3.166,  9.190
-181.408, 63.014, 3.177,  9.223
-181.407, 62.908, 3.187,  9.256
-181.406, 62.801, 3.198,  9.289
-181.406, 62.694, 3.209,  9.322
-181.405, 62.587, 3.219,  9.355
-181.404, 62.480, 3.230,  9.388
-181.404, 62.372, 3.241,  9.421
-181.403, 62.263, 3.251,  9.454
-181.403, 62.155, 3.262,  9.487
-181.402, 62.046, 3.273,  9.520
-181.401, 61.936, 3.284,  9.553
-181.401, 61.827, 3.295,  9.586
-181.400, 61.716, 3.306,  9.619
-181.400, 61.606, 3.317,  9.652
-181.399, 61.495, 3.328,  9.685
-181.398, 61.384, 3.339,  9.718
-181.398, 61.272, 3.350,  9.751
-181.397, 61.160, 3.361,  9.784
-181.397, 61.048, 3.372,  9.817
-181.396, 60.935, 3.384,  9.850
-181.396, 60.822, 3.395,  9.883
-181.395, 60.709, 3.406,  9.916
-181.395, 60.595, 3.418,  9.949
-181.394, 60.481, 3.429,  9.982
-181.394, 60.366, 3.440, 10.015
-181.393, 60.251, 3.452, 10.048
-181.393, 60.136, 3.463, 10.081
-181.393, 60.020, 3.475, 10.114
-181.392, 59.904, 3.487, 10.147
-181.392, 59.788, 3.498, 10.180
-181.392, 59.671, 3.510, 10.213
-181.391, 59.553, 3.521, 10.246
-181.391, 59.436, 3.533, 10.279
-181.391, 59.318, 3.545, 10.312
-181.390, 59.199, 3.557, 10.345
-181.390, 59.080, 3.569, 10.378
-181.390, 58.961, 3.581, 10.411
-181.389, 58.841, 3.593, 10.444
-181.389, 58.721, 3.605, 10.477
-181.389, 58.601, 3.617, 10.510
-181.389, 58.480, 3.629, 10.543
-181.388, 58.359, 3.641, 10.576
-181.388, 58.237, 3.653, 10.609
-181.388, 58.115, 3.665, 10.642
-181.388, 57.993, 3.677, 10.675
-181.388, 57.870, 3.690, 10.708
-181.388, 57.746, 3.702, 10.741
-181.387, 57.623, 3.714, 10.774
-181.387, 57.499, 3.727, 10.807
-181.387, 57.374, 3.739, 10.840
-181.387, 57.249, 3.751, 10.873
-181.387, 57.124, 3.764, 10.906
-181.387, 56.998, 3.777, 10.939
-181.387, 56.872, 3.789, 10.972
-181.387, 56.745, 3.802, 11.005
-181.387, 56.618, 3.815, 11.038
-181.387, 56.491, 3.827, 11.071
-181.387, 56.363, 3.840, 11.104
-181.387, 56.234, 3.853, 11.137
-181.387, 56.106, 3.866, 11.170
-181.387, 55.976, 3.879, 11.203
-181.387, 55.847, 3.892, 11.236
-181.387, 55.717, 3.905, 11.269
-181.387, 55.586, 3.918, 11.302
-181.387, 55.455, 3.930, 11.335
-181.387, 55.324, 3.943, 11.368
-181.387, 55.192, 3.956, 11.401
-181.387, 55.060, 3.969, 11.434
-181.387, 54.927, 3.982, 11.467
-181.387, 54.794, 3.995, 11.500
-181.387, 54.661, 4.008, 11.533
-181.387, 54.527, 4.020, 11.566
-181.387, 54.393, 4.033, 11.599
-181.387, 54.258, 4.046, 11.632
-181.387, 54.123, 4.059, 11.665
-181.387, 53.987, 4.072, 11.698
-181.388, 53.851, 4.085, 11.731
-181.388, 53.714, 4.098, 11.764
-181.388, 53.578, 4.111, 11.797
-181.388, 53.440, 4.124, 11.830
-181.388, 53.302, 4.137, 11.863
-181.388, 53.164, 4.151, 11.896
-181.388, 53.025, 4.164, 11.929
-181.388, 52.886, 4.177, 11.962
-181.388, 52.747, 4.191, 11.995
-181.389, 52.607, 4.204, 12.028
-181.389, 52.466, 4.218, 12.061
-181.389, 52.325, 4.231, 12.094
-181.389, 52.184, 4.245, 12.127
-181.389, 52.042, 4.258, 12.160
-181.389, 51.900, 4.272, 12.193
-181.389, 51.757, 4.286, 12.226
-181.389, 51.614, 4.300, 12.259
-181.389, 51.470, 4.314, 12.292
-181.390, 51.326, 4.328, 12.325
-181.390, 51.181, 4.342, 12.358
-181.390, 51.036, 4.356, 12.391
-181.390, 50.891, 4.370, 12.424
-181.390, 50.745, 4.384, 12.457
-181.390, 50.598, 4.399, 12.490
-181.390, 50.451, 4.413, 12.523
-181.390, 50.304, 4.427, 12.556
-181.391, 50.156, 4.442, 12.589
-181.391, 50.007, 4.456, 12.622
-181.391, 49.858, 4.471, 12.655
-181.391, 49.709, 4.485, 12.688
-181.391, 49.559, 4.500, 12.721
-181.391, 49.409, 4.515, 12.754
-181.391, 49.258, 4.530, 12.787
-181.391, 49.107, 4.544, 12.820
-181.391, 48.955, 4.559, 12.853
-181.392, 48.802, 4.574, 12.886
-181.392, 48.649, 4.589, 12.919
-181.392, 48.496, 4.604, 12.952
-181.392, 48.342, 4.619, 12.985
-181.392, 48.188, 4.635, 13.018
-181.392, 48.033, 4.650, 13.051
-181.392, 47.878, 4.665, 13.084
-181.392, 47.722, 4.680, 13.117
-181.393, 47.565, 4.696, 13.150
-181.393, 47.408, 4.711, 13.183
-181.393, 47.251, 4.727, 13.216
-181.393, 47.093, 4.742, 13.249
-181.393, 46.935, 4.758, 13.282
-181.393, 46.776, 4.773, 13.315
-181.393, 46.616, 4.789, 13.348
-181.393, 46.456, 4.805, 13.381
-181.393, 46.296, 4.821, 13.414
-181.393, 46.134, 4.837, 13.447
-181.393, 45.973, 4.853, 13.480
-181.393, 45.811, 4.869, 13.513
-181.394, 45.648, 4.885, 13.546
-181.394, 45.485, 4.901, 13.579
-181.394, 45.321, 4.917, 13.612
-181.394, 45.157, 4.933, 13.645
-181.394, 44.992, 4.949, 13.678
-181.394, 44.826, 4.966, 13.711
-181.394, 44.660, 4.982, 13.744
-181.394, 44.494, 4.999, 13.777
-181.394, 44.327, 5.015, 13.810
-181.394, 44.159, 5.032, 13.843
-181.394, 43.991, 5.048, 13.876
-181.394, 43.822, 5.065, 13.909
-181.394, 43.653, 5.082, 13.942
-181.394, 43.483, 5.099, 13.975
-181.394, 43.313, 5.115, 14.008
-181.394, 43.142, 5.122, 14.041
-181.394, 42.972, 5.108, 14.074
-181.394, 42.803, 5.091, 14.107
-181.394, 42.634, 5.077, 14.140
-181.394, 42.465, 5.068, 14.173
-181.394, 42.296, 5.063, 14.206
-181.394, 42.127, 5.062, 14.239
-181.394, 41.959, 5.065, 14.272
-181.394, 41.790, 5.072, 14.305
-181.394, 41.620, 5.084, 14.338
-181.394, 41.450, 5.100, 14.371
-181.394, 41.280, 5.120, 14.404
-181.394, 41.108, 5.143, 14.437
-181.394, 40.936, 5.170, 14.470
-181.394, 40.763, 5.200, 14.503
-181.394, 40.588, 5.233, 14.536
-181.394, 40.413, 5.268, 14.569
-181.394, 40.236, 5.305, 14.602
-181.394, 40.058, 5.343, 14.635
-181.394, 39.879, 5.382, 14.668
-181.394, 39.698, 5.421, 14.701
-181.394, 39.517, 5.460, 14.734
-181.394, 39.334, 5.499, 14.767
-181.394, 39.149, 5.536, 14.800
-181.394, 38.964, 5.572, 14.833
-181.394, 38.777, 5.606, 14.866
-181.394, 38.589, 5.639, 14.899
-181.394, 38.401, 5.670, 14.932
-181.394, 38.211, 5.698, 14.965
-181.394, 38.021, 5.725, 14.998
-181.394, 37.829, 5.750, 15.031
-181.394, 37.637, 5.773, 15.064
-181.394, 37.444, 5.794, 15.097
-181.394, 37.251, 5.813, 15.130
-181.393, 37.057, 5.831, 15.163
-181.393, 36.862, 5.848, 15.196
-181.393, 36.667, 5.864, 15.229
-181.393, 36.471, 5.878, 15.262
-181.393, 36.275, 5.892, 15.295
-181.393, 36.078, 5.905, 15.328
-181.393, 35.881, 5.918, 15.361
-181.393, 35.684, 5.931, 15.394
-181.393, 35.486, 5.943, 15.427
-181.393, 35.288, 5.956, 15.460
-181.393, 35.089, 5.969, 15.493
-181.392, 34.890, 5.982, 15.526
-181.392, 34.690, 5.996, 15.559
-181.392, 34.490, 6.011, 15.592
-181.392, 34.289, 6.026, 15.625
-181.392, 34.088, 6.041, 15.658
-181.392, 33.886, 6.058, 15.691
-181.392, 33.684, 6.075, 15.724
-181.392, 33.481, 6.093, 15.757
-181.391, 33.278, 6.112, 15.790
-181.391, 33.073, 6.131, 15.823
-181.391, 32.869, 6.152, 15.856
-181.391, 32.663, 6.172, 15.889
-181.391, 32.457, 6.194, 15.922
-181.391, 32.250, 6.216, 15.955
-181.390, 32.042, 6.239, 15.988
-181.390, 31.833, 6.262, 16.021
-181.390, 31.624, 6.285, 16.054
-181.390, 31.414, 6.308, 16.087
-181.390, 31.203, 6.332, 16.120
-181.390, 30.992, 6.356, 16.153
-181.389, 30.779, 6.380, 16.186
-181.389, 30.566, 6.404, 16.219
-181.389, 30.352, 6.428, 16.252
-181.389, 30.137, 6.452, 16.285
-181.389, 29.922, 6.475, 16.318
-181.388, 29.705, 6.499, 16.351
-181.388, 29.488, 6.522, 16.384
-181.388, 29.270, 6.545, 16.417
-181.388, 29.051, 6.568, 16.450
-181.388, 28.832, 6.590, 16.483
-181.387, 28.612, 6.613, 16.516
-181.387, 28.391, 6.635, 16.549
-181.387, 28.169, 6.657, 16.582
-181.387, 27.947, 6.679, 16.615
-181.386, 27.724, 6.701, 16.648
-181.386, 27.500, 6.722, 16.681
-181.386, 27.275, 6.744, 16.714
-181.386, 27.050, 6.765, 16.747
-181.385, 26.824, 6.787, 16.780
-181.385, 26.597, 6.808, 16.813
-181.385, 26.370, 6.829, 16.846
-181.385, 26.142, 6.851, 16.879
-181.384, 25.913, 6.872, 16.912
-181.384, 25.684, 6.893, 16.945
-181.384, 25.453, 6.914, 16.978
-181.384, 25.222, 6.936, 17.011
-181.383, 24.991, 6.958, 17.044
-181.383, 24.758, 6.979, 17.077
-181.383, 24.525, 7.001, 17.110
-181.382, 24.291, 7.024, 17.143
-181.382, 24.057, 7.046, 17.176
-181.382, 23.821, 7.069, 17.209
-181.381, 23.585, 7.092, 17.242
-181.381, 23.348, 7.115, 17.275
-181.381, 23.110, 7.138, 17.308
-181.381, 22.872, 7.162, 17.341
-181.380, 22.633, 7.186, 17.374
-181.380, 22.392, 7.210, 17.407
-181.379, 22.152, 7.234, 17.440
-181.379, 21.910, 7.258, 17.473
-181.379, 21.667, 7.282, 17.506
-181.378, 21.424, 7.307, 17.539
-181.378, 21.180, 7.332, 17.572
-181.378, 20.935, 7.356, 17.605
-181.377, 20.689, 7.381, 17.638
-181.377, 20.442, 7.406, 17.671
-181.377, 20.195, 7.431, 17.704
-181.376, 19.947, 7.455, 17.737
-181.376, 19.697, 7.480, 17.770
-181.375, 19.448, 7.505, 17.803
-181.375, 19.197, 7.530, 17.836
-181.375, 18.945, 7.555, 17.869
-181.374, 18.693, 7.580, 17.902
-181.374, 18.439, 7.605, 17.935
-181.373, 18.185, 7.630, 17.968
-181.373, 17.930, 7.654, 18.001
-181.372, 17.675, 7.679, 18.034
-181.372, 17.418, 7.704, 18.067
-181.372, 17.161, 7.729, 18.100
-181.371, 16.902, 7.754, 18.133
-181.371, 16.643, 7.779, 18.166
-181.370, 16.383, 7.804, 18.199
-181.370, 16.122, 7.830, 18.232
-181.369, 15.861, 7.855, 18.265
-181.369, 15.598, 7.881, 18.298
-181.368, 15.335, 7.906, 18.331
-181.368, 15.071, 7.932, 18.364
-181.367, 14.806, 7.958, 18.397
-181.367, 14.540, 7.984, 18.430
-181.366, 14.273, 8.011, 18.463
-181.366, 14.005, 8.037, 18.496
-181.365, 13.737, 8.064, 18.529
-181.365, 13.467, 8.091, 18.562
-181.364, 13.197, 8.117, 18.595
-181.364, 12.926, 8.145, 18.628
-181.363, 12.653, 8.172, 18.661
-181.363, 12.380, 8.199, 18.694
-181.362, 12.106, 8.227, 18.727
-181.362, 11.831, 8.254, 18.760
-181.361, 11.556, 8.282, 18.793
-181.360, 11.279, 8.310, 18.826
-181.360, 11.001, 8.338, 18.859
-181.359, 10.722, 8.366, 18.892
-181.359, 10.443, 8.394, 18.925
-181.358, 10.162, 8.422, 18.958
-181.358, 9.881, 8.450, 18.991
-181.357, 9.598, 8.479, 19.024
-181.356, 9.315, 8.507, 19.057
-181.356, 9.031, 8.536, 19.090
-181.355, 8.746, 8.564, 19.123
-181.354, 8.459, 8.593, 19.156
-181.354, 8.172, 8.622, 19.189
-181.353, 7.884, 8.651, 19.222
-181.352, 7.595, 8.680, 19.255
-181.352, 7.305, 8.709, 19.288
-181.351, 7.014, 8.738, 19.321
-181.350, 6.722, 8.767, 19.354
-181.350, 6.429, 8.796, 19.387
-181.349, 6.135, 8.826, 19.420
-181.348, 5.840, 8.855, 19.453
-181.348, 5.544, 8.885, 19.486
-181.347, 5.247, 8.914, 19.519
-181.346, 4.949, 8.944, 19.552
-181.346, 4.650, 8.974, 19.585
-181.345, 4.351, 9.004, 19.618
-181.344, 4.050, 9.034, 19.651
-181.343, 3.748, 9.064, 19.684
-181.343, 3.445, 9.094, 19.717
-181.342, 3.141, 9.124, 19.750
-181.341, 2.836, 9.155, 19.783
-181.340, 2.530, 9.185, 19.816
-181.339, 2.223, 9.216, 19.849
-181.339, 1.915, 9.247, 19.882
-181.338, 1.606, 9.278, 19.915
-181.337, 1.296, 9.309, 19.948
-181.336, 0.985, 9.340, 19.981
-181.335, 0.673, 9.371, 20.014
-181.335, 0.360, 9.402, 20.047
-181.334, 0.046, 9.434, 20.080
-181.333, -0.270, 9.465, 20.113
-181.332, -0.586, 9.497, 20.146
-181.331, -0.903, 9.528, 20.179
-181.330, -1.222, 9.560, 20.212
-181.329, -1.541, 9.592, 20.245
-181.329, -1.862, 9.624, 20.278
-181.328, -2.183, 9.657, 20.311
-181.327, -2.506, 9.689, 20.344
-181.326, -2.830, 9.721, 20.377
-181.325, -3.155, 9.754, 20.410
-181.324, -3.481, 9.786, 20.443
-181.323, -3.808, 9.819, 20.476
-181.322, -4.136, 9.852, 20.509
-181.321, -4.465, 9.885, 20.542
-181.320, -4.795, 9.918, 20.575
-181.319, -5.127, 9.951, 20.608
-181.318, -5.459, 9.985, 20.641
-181.317, -5.793, 10.018, 20.674
-181.316, -6.128, 10.052, 20.707
-181.315, -6.464, 10.085, 20.740
-181.314, -6.801, 10.119, 20.773
-181.313, -7.139, 10.153, 20.806
-181.312, -7.478, 10.187, 20.839
-181.311, -7.819, 10.221, 20.872
-181.310, -8.160, 10.255, 20.905
-181.309, -8.503, 10.289, 20.938
-181.308, -8.847, 10.324, 20.971
-181.307, -9.192, 10.358, 21.004
-181.306, -9.538, 10.393, 21.037
-181.305, -9.885, 10.428, 21.070
-181.303, -10.234, 10.463, 21.103
-181.302, -10.583, 10.498, 21.136
-181.301, -10.934, 10.533, 21.169
-181.300, -11.286, 10.568, 21.202
-181.299, -11.639, 10.603, 21.235
-181.298, -11.994, 10.639, 21.268
-181.296, -12.349, 10.674, 21.301
-181.295, -12.706, 10.710, 21.334
-181.294, -13.064, 10.746, 21.367
-181.293, -13.423, 10.782, 21.400
-181.292, -13.783, 10.818, 21.433
-181.290, -14.145, 10.854, 21.466
-181.289, -14.508, 10.890, 21.499
-181.288, -14.872, 10.927, 21.532
-181.287, -15.237, 10.963, 21.565
-181.285, -15.603, 11.000, 21.598
-181.284, -15.971, 11.037, 21.631
-181.283, -16.340, 11.074, 21.664
-181.281, -16.710, 11.111, 21.697
-181.280, -17.081, 11.148, 21.730
-181.279, -17.453, 11.186, 21.763
-181.277, -17.827, 11.223, 21.796
-181.276, -18.202, 11.261, 21.829
-181.275, -18.579, 11.298, 21.862
-181.273, -18.956, 11.336, 21.895
-181.272, -19.335, 11.374, 21.928
-181.271, -19.715, 11.412, 21.961
-181.269, -20.096, 11.450, 21.994
-181.268, -20.479, 11.489, 22.027
-181.266, -20.863, 11.528, 22.060
-181.265, -21.248, 11.566, 22.093
-181.263, -21.635, 11.606, 22.126
-181.262, -22.023, 11.645, 22.159
-181.260, -22.412, 11.684, 22.192
-181.259, -22.802, 11.724, 22.225
-181.257, -23.194, 11.764, 22.258
-181.256, -23.587, 11.804, 22.291
-181.254, -23.982, 11.844, 22.324
-181.253, -24.378, 11.884, 22.357
-181.251, -24.775, 11.925, 22.390
-181.250, -25.173, 11.966, 22.423
-181.248, -25.573, 12.007, 22.456
-181.246, -25.975, 12.048, 22.489
-181.245, -26.377, 12.089, 22.522
-181.243, -26.781, 12.130, 22.555
-181.242, -27.187, 12.172, 22.588
-181.240, -27.593, 12.213, 22.621
-181.238, -28.002, 12.255, 22.654
-181.237, -28.411, 12.297, 22.687
-181.235, -28.822, 12.339, 22.720
-181.233, -29.234, 12.381, 22.753
-181.231, -29.648, 12.423, 22.786
-181.230, -30.063, 12.465, 22.819
-181.228, -30.480, 12.508, 22.852
-181.226, -30.898, 12.550, 22.885
-181.224, -31.317, 12.593, 22.918
-181.223, -31.738, 12.635, 22.951
-181.221, -32.160, 12.678, 22.984
-181.219, -32.584, 12.721, 23.017
-181.217, -33.009, 12.764, 23.050
